minutes_year,conference,district,meeting,state,members_general,members_white,members_colored,members_indian,url
1806,New York,Ashgrove,Brandon,NA,NA,360,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Ashgrove,Vergennes,NA,NA,240,3,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Ashgrove,Fletcher,NA,NA,530,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Ashgrove,Grand Isle,NA,NA,176,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Ashgrove,Plattsburg,NA,NA,449,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Upper Canada,Long Point,NA,NA,120,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Upper Canada,Niagara,NA,NA,516,4,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Upper Canada,Young Street,NA,NA,30,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Upper Canada,Smith's Creek,NA,NA,76,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Upper Canada,Bay Quintie,NA,NA,654,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Upper Canada,Oswegotchie,NA,NA,556,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Upper Canada,Ottawha,NA,NA,105,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Upper Canada,Montreal,NA,NA,20,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Black River,NA,NA,245,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Western,NA,NA,258,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Herkimer,NA,NA,264,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Saratoga,NA,NA,340,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Montgomery,NA,NA,479,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Delaware,NA,NA,568,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Ulster,NA,NA,337,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Newburg,NA,NA,540,19,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Haverstraw,NA,NA,204,20,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Albany cir.,NA,NA,628,4,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Albany,Albany city,NA,NA,90,4,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Rhinebeck,Dutchess,NA,NA,736,21,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Rhinebeck,Lebanon,NA,NA,507,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Rhinebeck,South Britain,NA,NA,50,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New York,Rhinebeck,Pittsfield,NA,NA,353,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Boston,NA,NA,236,23,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Lynn,NA,NA,170,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Marblehead,NA,NA,77,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Salisbury and Kingston,NA,NA,60,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Sandown,NA,NA,89,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Nantucket,NA,NA,128,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Provincetown,NA,NA,117,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Sandwich,NA,NA,90,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,"Bristol, Somerset, and Warren",NA,NA,136,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Providence and Rhode Island,NA,NA,36,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Norton,NA,NA,252,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Scituate,NA,NA,21,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Boston,Needham,NA,NA,150,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Maine,Portland,NA,NA,63,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Maine,Falmouth,NA,NA,213,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Maine,Poland,NA,NA,116,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Maine,Scarborough,NA,NA,85,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=146
1806,New England,Maine,Readfield,NA,NA,221,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Maine,Hallowell,NA,NA,187,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Maine,Bethel,NA,NA,117,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Maine,Norridgwock,NA,NA,224,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Maine,Penobscot,NA,NA,297,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Maine,Union River,NA,NA,99,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Maine,Bowdoinham,NA,NA,211,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Maine,Livermore,NA,NA,304,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Maine,Union,NA,NA,211,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Maine,Bristol,NA,NA,149,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New London,New London,NA,NA,361,20,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New London,Pomfret,NA,NA,193,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New London,Tolland,NA,NA,262,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New London,Granville,NA,NA,226,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New London,Litchfield,NA,NA,342,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New London,Middletown,NA,NA,260,4,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New London,Ashburnham,NA,NA,227,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Vermont,Magog,NA,NA,93,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Vermont,Danville,NA,NA,132,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Vermont,Barre,NA,NA,346,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Vermont,Vershire,NA,NA,193,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Vermont,Barnard,NA,NA,277,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Vermont,Wethersfield,NA,NA,360,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Vermont,Athens,NA,NA,149,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Vermont,Whitingham,NA,NA,335,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,Vermont,Rochester,NA,NA,69,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New Hampshire,Lunenburg,NA,NA,186,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New Hampshire,Landaff,NA,NA,290,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New Hampshire,Bridgewater,NA,NA,95,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New Hampshire,Grantham and Unity,NA,NA,221,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New Hampshire,Hanover,NA,NA,180,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New Hampshire,Tuftonborough,NA,NA,47,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New Hampshire,Northfield,NA,NA,31,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New Hampshire,Centre Harbour,NA,NA,141,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1806,New England,New Hampshire,Loudon,NA,NA,74,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=147
1807,Western,Holston,Holston,NA,NA,600,52,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Holston,Nollichuckie,NA,NA,576,22,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Holston,French Broad,NA,NA,554,16,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Holston,New River,NA,NA,380,36,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Holston,Clinch,NA,NA,519,42,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Holston,Powell's Valley,NA,NA,185,4,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Holston,Carter's Valley,NA,NA,209,10,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Cumberland,Nashville,NA,NA,677,118,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Cumberland,Red River,NA,NA,456,28,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Cumberland,Barren,NA,NA,328,12,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Cumberland,Roaring River,NA,NA,386,24,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Cumberland,Wayne,NA,NA,461,19,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Cumberland,Livingston,NA,NA,334,13,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Cumberland,Hartford,NA,NA,303,16,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Cumberland,Illinois,NA,NA,110,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Kentucky,Limestone,NA,NA,1186,20,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Kentucky,Lexington,NA,NA,746,70,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Kentucky,Hinkstone,NA,NA,603,19,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Kentucky,Danville,NA,NA,652,36,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Kentucky,Salt River and Shelby,NA,NA,895,40,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Kentucky,Licking,NA,NA,194,7,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Ohio,Miami,NA,NA,752,5,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Ohio,Mad River,NA,NA,332,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Ohio,Scioto,NA,NA,662,10,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Ohio,Hockhockin,NA,NA,671,2,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Ohio,Muskingum and Little Kanawha,NA,NA,270,4,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Ohio,Guyandott,NA,NA,121,5,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Ohio,White Water,NA,NA,67,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Mississippi,Natchez,NA,NA,94,58,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Mississippi,Wilkinson,NA,NA,70,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Mississippi,Claiborne,NA,NA,102,33,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Western,Mississippi,Appalousas,NA,NA,17,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Oconee,Appalachee,NA,NA,745,58,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Oconee,Sparta,NA,NA,907,326,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Oconee,St. Mary's,NA,NA,102,14,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Oconee,Milledgeville,NA,NA,111,14,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Ogeechee,Louisville,NA,NA,536,56,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Ogeechee,Augusta,NA,NA,62,13,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Ogeechee,Little River,NA,NA,906,129,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Ogeechee,Broad River,NA,NA,789,138,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Seleuda,Reedy River,NA,NA,442,34,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Seleuda,Enoree,NA,NA,904,87,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Seleuda,Bush River,NA,NA,435,46,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Seleuda,Keewee,NA,NA,440,18,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Seleuda,Edisto,NA,NA,400,74,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Seleuda,Cypress,NA,NA,600,100,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Seleuda,Charleston,NA,NA,80,749,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Camden,Columbia,NA,NA,137,114,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Camden,Santee,NA,NA,360,517,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Camden,Little Pee Dee,NA,NA,958,97,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Camden,Rocky River,NA,NA,331,108,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Camden,Montgomery,NA,NA,623,74,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Camden,Great Pee Dee and Georgetown,NA,NA,835,745,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Camden,Bladen,NA,NA,1222,375,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Camden,Wilmington,NA,NA,34,356,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Swanino,Buncombe,NA,NA,227,13,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Swanino,Morganton,NA,NA,275,23,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Swanino,Union,NA,NA,348,9,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,South Carolina,Swanino,Lincoln and Catawba,NA,NA,775,115,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Norfolk,NA,NA,281,152,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Portsmouth,NA,NA,194,139,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Camden,NA,NA,533,430,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Suffolk,NA,NA,1065,366,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Bertie,NA,NA,620,251,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Greensville,NA,NA,746,418,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Mecklenburg,NA,NA,280,50,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Amelia,NA,NA,588,59,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Brunswick,NA,NA,526,129,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Sussex,NA,NA,646,100,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Norfolk,Petersburg,NA,NA,67,18,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Richmond,Williamsburg,NA,NA,736,147,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Richmond,Hanover,NA,NA,500,130,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Richmond,Gloucester,NA,NA,1065,88,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Richmond,Orange,NA,NA,658,92,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Richmond,Amherst,NA,NA,777,158,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Richmond,Bedford,NA,NA,795,267,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Richmond,Cumberland,NA,NA,674,62,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Salisbury,Caswell,NA,NA,534,58,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Salisbury,Franklin,NA,NA,451,96,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Salisbury,Yadkin,NA,NA,723,100,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Salisbury,Salisbury,NA,NA,495,24,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Salisbury,Guilford,NA,NA,702,36,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Salisbury,Haw River,NA,NA,435,153,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Newbern,Trent and Goshen,NA,NA,1216,738,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Newbern,Pamlico,NA,NA,350,30,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Newbern,Roanoe,NA,NA,692,528,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Newbern,Tar River,NA,NA,973,316,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Newbern,Mattamuskeet and Banks,NA,NA,311,21,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Virginia,Newbern,Newbern,NA,NA,102,512,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Annapolis,NA,NA,107,201,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Severn,NA,NA,663,612,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Calvert,NA,NA,900,1644,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Prince George's,NA,NA,266,1068,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Washington City,NA,NA,70,32,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Baltimore cir.,NA,NA,584,158,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Fell's Point circuit,NA,NA,700,203,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Harford,NA,NA,583,318,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Fell's Point,NA,NA,277,138,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Baltimore,Baltimore city,NA,NA,1068,640,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Alexandria,Winchester,NA,NA,509,192,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Alexandria,Berkley,NA,NA,520,91,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Alexandria,Fairfax,NA,NA,618,188,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Alexandria,Stafford,NA,NA,300,43,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Alexandria,Alexandria,NA,NA,170,198,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Alexandria,Georgetown,NA,NA,151,81,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Alexandria,Montgomery,NA,NA,613,534,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Alexandria,Fredericktown,NA,NA,45,47,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Alexandria,Frederick cir.,NA,NA,622,259,NA,NA
1807,Baltimore,Alexandria,Lancaster,NA,NA,554,182,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Wyoming,NA,NA,440,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Tioga,NA,NA,276,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Canestio,NA,NA,139,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Lycoming,NA,NA,522,8,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Huntingdon,NA,NA,395,0,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Bald Eagle,NA,NA,192,7,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Lyttleton,NA,NA,392,3,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Carlisle,NA,NA,575,60,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Juniatta,NA,NA,123,4,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Susquehannah,Northumberland,NA,NA,342,1,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Monongahela,Redstone,NA,NA,622,22,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
1807,Baltimore,Monongahela,Mongongahela,NA,NA,656,30,NA,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=155
